workerid,not_paid_attention,like,num_plays,filler,pre_check_response,agree,topic,stimulus,open_answer,time,friendly,happy,gender,age,education,language,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.condition,Answer.time_in_minutes,Answer.hit_information,audio_input,speaker_impressions,enjoyment,asses,comments,problems,fairprice
6,False,0.5,1,False,ice cream,0.36,ice cream,ice_cream_neg,She thought speaker 1 was wrong,71615,0.38,0,Cis_Male,37,3,English,Windows,1050,1680,Chrome,3M4KL7H8KV77BB1OOCKFMD9K5HR613,3PZBZMF78J3L9MWXN4DEMCXB8NOX9R,Perception of Interactions,"Listen to interactions and answer questions about how you think the speakers feel. You must be a native speaker of English, be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university explanations perception,$1.20,Thu Jun 01 12:55:23 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jul 01 12:55:23 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3M4KL7H8KV77BB1OOCKFMD9K5HR613,37UQDCYH6YF8N7SK42EYOZCIUML7VR,3,Approved,Fri Jun 02 05:53:29 PDT 2017,Thu Jun 01 12:55:28 PDT 2017,Thu Jun 01 13:13:29 PDT 2017,Thu Jun 01 13:36:51 PDT 2017,,,,,undefined,17.717316666666700,"{""audio_input"":""Over the ears headphones"",""speaker_impressions"":""Speaker 1 seemed more lively and excited than speaker 2. Speaker 2 was more subdued and mellow. "",""enjoyment"":""1"",""asses"":""Yes"",""comments"":""I have no other comments"",""problems"":""No other problems."",""fairprice"":""1.40""}",Over the ears headphones,Speaker 1 seemed more lively and excited than speaker 2. Speaker 2 was more subdued and mellow.,1,Yes,I have no other comments,No other problems.,1.4
6,False,1,1,True,song,0.83,song,song,She thought the song was good too.,47925,0.75,1,Cis_Male,37,3,English,Windows,1050,1680,Chrome,3M4KL7H8KV77BB1OOCKFMD9K5HR613,3PZBZMF78J3L9MWXN4DEMCXB8NOX9R,Perception of Interactions,"Listen to interactions and answer questions about how you think the speakers feel. You must be a native speaker of English, be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university explanations perception,$1.20,Thu Jun 01 12:55:23 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jul 01 12:55:23 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3M4KL7H8KV77BB1OOCKFMD9K5HR613,37UQDCYH6YF8N7SK42EYOZCIUML7VR,3,Approved,Fri Jun 02 05:53:29 PDT 2017,Thu Jun 01 12:55:28 PDT 2017,Thu Jun 01 13:13:29 PDT 2017,Thu Jun 01 13:36:51 PDT 2017,,,,,undefined,17.717316666666700,"{""audio_input"":""Over the ears headphones"",""speaker_impressions"":""Speaker 1 seemed more lively and excited than speaker 2. Speaker 2 was more subdued and mellow. "",""enjoyment"":""1"",""asses"":""Yes"",""comments"":""I have no other comments"",""problems"":""No other problems."",""fairprice"":""1.40""}",Over the ears headphones,Speaker 1 seemed more lively and excited than speaker 2. Speaker 2 was more subdued and mellow.,1,Yes,I have no other comments,No other problems.,1.4
6,False,1,1,True,smoothie,0.79,smoothie,smoothie,She thought the smoothie was good.,53175,0.81,1,Cis_Male,37,3,English,Windows,1050,1680,Chrome,3M4KL7H8KV77BB1OOCKFMD9K5HR613,3PZBZMF78J3L9MWXN4DEMCXB8NOX9R,Perception of Interactions,"Listen to interactions and answer questions about how you think the speakers feel. You must be a native speaker of English, be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university explanations perception,$1.20,Thu Jun 01 12:55:23 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jul 01 12:55:23 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3M4KL7H8KV77BB1OOCKFMD9K5HR613,37UQDCYH6YF8N7SK42EYOZCIUML7VR,3,Approved,Fri Jun 02 05:53:29 PDT 2017,Thu Jun 01 12:55:28 PDT 2017,Thu Jun 01 13:13:29 PDT 2017,Thu Jun 01 13:36:51 PDT 2017,,,,,undefined,17.717316666666700,"{""audio_input"":""Over the ears headphones"",""speaker_impressions"":""Speaker 1 seemed more lively and excited than speaker 2. Speaker 2 was more subdued and mellow. "",""enjoyment"":""1"",""asses"":""Yes"",""comments"":""I have no other comments"",""problems"":""No other problems."",""fairprice"":""1.40""}",Over the ears headphones,Speaker 1 seemed more lively and excited than speaker 2. Speaker 2 was more subdued and mellow.,1,Yes,I have no other comments,No other problems.,1.4
6,False,1,3,False,scarf,0.86,scarf,scarf_neg,She felt very certain that the scarf was cute.,97245,0.79,1,Cis_Male,37,3,English,Windows,1050,1680,Chrome,3M4KL7H8KV77BB1OOCKFMD9K5HR613,3PZBZMF78J3L9MWXN4DEMCXB8NOX9R,Perception of Interactions,"Listen to interactions and answer questions about how you think the speakers feel. You must be a native speaker of English, be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university explanations perception,$1.20,Thu Jun 01 12:55:23 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jul 01 12:55:23 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3M4KL7H8KV77BB1OOCKFMD9K5HR613,37UQDCYH6YF8N7SK42EYOZCIUML7VR,3,Approved,Fri Jun 02 05:53:29 PDT 2017,Thu Jun 01 12:55:28 PDT 2017,Thu Jun 01 13:13:29 PDT 2017,Thu Jun 01 13:36:51 PDT 2017,,,,,undefined,17.717316666666700,"{""audio_input"":""Over the ears headphones"",""speaker_impressions"":""Speaker 1 seemed more lively and excited than speaker 2. Speaker 2 was more subdued and mellow. "",""enjoyment"":""1"",""asses"":""Yes"",""comments"":""I have no other comments"",""problems"":""No other problems."",""fairprice"":""1.40""}",Over the ears headphones,Speaker 1 seemed more lively and excited than speaker 2. Speaker 2 was more subdued and mellow.,1,Yes,I have no other comments,No other problems.,1.4
6,False,0,1,True,hat,0,hat,hat,She thought the hat was hideous,50578,0.53,1,Cis_Male,37,3,English,Windows,1050,1680,Chrome,3M4KL7H8KV77BB1OOCKFMD9K5HR613,3PZBZMF78J3L9MWXN4DEMCXB8NOX9R,Perception of Interactions,"Listen to interactions and answer questions about how you think the speakers feel. You must be a native speaker of English, be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university explanations perception,$1.20,Thu Jun 01 12:55:23 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jul 01 12:55:23 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3M4KL7H8KV77BB1OOCKFMD9K5HR613,37UQDCYH6YF8N7SK42EYOZCIUML7VR,3,Approved,Fri Jun 02 05:53:29 PDT 2017,Thu Jun 01 12:55:28 PDT 2017,Thu Jun 01 13:13:29 PDT 2017,Thu Jun 01 13:36:51 PDT 2017,,,,,undefined,17.717316666666700,"{""audio_input"":""Over the ears headphones"",""speaker_impressions"":""Speaker 1 seemed more lively and excited than speaker 2. Speaker 2 was more subdued and mellow. "",""enjoyment"":""1"",""asses"":""Yes"",""comments"":""I have no other comments"",""problems"":""No other problems."",""fairprice"":""1.40""}",Over the ears headphones,Speaker 1 seemed more lively and excited than speaker 2. Speaker 2 was more subdued and mellow.,1,Yes,I have no other comments,No other problems.,1.4
6,False,0,1,True,salad,0.26,salad,salad,The salad grossed her out because it tasted bad.,59492,0.77,1,Cis_Male,37,3,English,Windows,1050,1680,Chrome,3M4KL7H8KV77BB1OOCKFMD9K5HR613,3PZBZMF78J3L9MWXN4DEMCXB8NOX9R,Perception of Interactions,"Listen to interactions and answer questions about how you think the speakers feel. You must be a native speaker of English, be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university explanations perception,$1.20,Thu Jun 01 12:55:23 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jul 01 12:55:23 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3M4KL7H8KV77BB1OOCKFMD9K5HR613,37UQDCYH6YF8N7SK42EYOZCIUML7VR,3,Approved,Fri Jun 02 05:53:29 PDT 2017,Thu Jun 01 12:55:28 PDT 2017,Thu Jun 01 13:13:29 PDT 2017,Thu Jun 01 13:36:51 PDT 2017,,,,,undefined,17.717316666666700,"{""audio_input"":""Over the ears headphones"",""speaker_impressions"":""Speaker 1 seemed more lively and excited than speaker 2. Speaker 2 was more subdued and mellow. "",""enjoyment"":""1"",""asses"":""Yes"",""comments"":""I have no other comments"",""problems"":""No other problems."",""fairprice"":""1.40""}",Over the ears headphones,Speaker 1 seemed more lively and excited than speaker 2. Speaker 2 was more subdued and mellow.,1,Yes,I have no other comments,No other problems.,1.4
6,False,0.66,3,True,book,0.59,book,book,She didn&quotechart think the book was that bad and speaker 1 was wrong.,66905,0.75,0.17,Cis_Male,37,3,English,Windows,1050,1680,Chrome,3M4KL7H8KV77BB1OOCKFMD9K5HR613,3PZBZMF78J3L9MWXN4DEMCXB8NOX9R,Perception of Interactions,"Listen to interactions and answer questions about how you think the speakers feel. You must be a native speaker of English, be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university explanations perception,$1.20,Thu Jun 01 12:55:23 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jul 01 12:55:23 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3M4KL7H8KV77BB1OOCKFMD9K5HR613,37UQDCYH6YF8N7SK42EYOZCIUML7VR,3,Approved,Fri Jun 02 05:53:29 PDT 2017,Thu Jun 01 12:55:28 PDT 2017,Thu Jun 01 13:13:29 PDT 2017,Thu Jun 01 13:36:51 PDT 2017,,,,,undefined,17.717316666666700,"{""audio_input"":""Over the ears headphones"",""speaker_impressions"":""Speaker 1 seemed more lively and excited than speaker 2. Speaker 2 was more subdued and mellow. "",""enjoyment"":""1"",""asses"":""Yes"",""comments"":""I have no other comments"",""problems"":""No other problems."",""fairprice"":""1.40""}",Over the ears headphones,Speaker 1 seemed more lively and excited than speaker 2. Speaker 2 was more subdued and mellow.,1,Yes,I have no other comments,No other problems.,1.4
6,False,1,1,True,documentary,0.7,documentary,documentary,She thought the documentary was excellent.,58626,0.78,1,Cis_Male,37,3,English,Windows,1050,1680,Chrome,3M4KL7H8KV77BB1OOCKFMD9K5HR613,3PZBZMF78J3L9MWXN4DEMCXB8NOX9R,Perception of Interactions,"Listen to interactions and answer questions about how you think the speakers feel. You must be a native speaker of English, be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university explanations perception,$1.20,Thu Jun 01 12:55:23 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jul 01 12:55:23 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3M4KL7H8KV77BB1OOCKFMD9K5HR613,37UQDCYH6YF8N7SK42EYOZCIUML7VR,3,Approved,Fri Jun 02 05:53:29 PDT 2017,Thu Jun 01 12:55:28 PDT 2017,Thu Jun 01 13:13:29 PDT 2017,Thu Jun 01 13:36:51 PDT 2017,,,,,undefined,17.717316666666700,"{""audio_input"":""Over the ears headphones"",""speaker_impressions"":""Speaker 1 seemed more lively and excited than speaker 2. Speaker 2 was more subdued and mellow. "",""enjoyment"":""1"",""asses"":""Yes"",""comments"":""I have no other comments"",""problems"":""No other problems."",""fairprice"":""1.40""}",Over the ears headphones,Speaker 1 seemed more lively and excited than speaker 2. Speaker 2 was more subdued and mellow.,1,Yes,I have no other comments,No other problems.,1.4
6,False,0,1,True,coffee,0.19,coffee,coffee,She thought about the strong aftertaste in her mouth.,43479,0.6,1,Cis_Male,37,3,English,Windows,1050,1680,Chrome,3M4KL7H8KV77BB1OOCKFMD9K5HR613,3PZBZMF78J3L9MWXN4DEMCXB8NOX9R,Perception of Interactions,"Listen to interactions and answer questions about how you think the speakers feel. You must be a native speaker of English, be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university explanations perception,$1.20,Thu Jun 01 12:55:23 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jul 01 12:55:23 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3M4KL7H8KV77BB1OOCKFMD9K5HR613,37UQDCYH6YF8N7SK42EYOZCIUML7VR,3,Approved,Fri Jun 02 05:53:29 PDT 2017,Thu Jun 01 12:55:28 PDT 2017,Thu Jun 01 13:13:29 PDT 2017,Thu Jun 01 13:36:51 PDT 2017,,,,,undefined,17.717316666666700,"{""audio_input"":""Over the ears headphones"",""speaker_impressions"":""Speaker 1 seemed more lively and excited than speaker 2. Speaker 2 was more subdued and mellow. "",""enjoyment"":""1"",""asses"":""Yes"",""comments"":""I have no other comments"",""problems"":""No other problems."",""fairprice"":""1.40""}",Over the ears headphones,Speaker 1 seemed more lively and excited than speaker 2. Speaker 2 was more subdued and mellow.,1,Yes,I have no other comments,No other problems.,1.4
6,False,1,1,True,museum,1,museum,museum,She thought going to the museum is a good way to spend her time.,55026,0.89,1,Cis_Male,37,3,English,Windows,1050,1680,Chrome,3M4KL7H8KV77BB1OOCKFMD9K5HR613,3PZBZMF78J3L9MWXN4DEMCXB8NOX9R,Perception of Interactions,"Listen to interactions and answer questions about how you think the speakers feel. You must be a native speaker of English, be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university explanations perception,$1.20,Thu Jun 01 12:55:23 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jul 01 12:55:23 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3M4KL7H8KV77BB1OOCKFMD9K5HR613,37UQDCYH6YF8N7SK42EYOZCIUML7VR,3,Approved,Fri Jun 02 05:53:29 PDT 2017,Thu Jun 01 12:55:28 PDT 2017,Thu Jun 01 13:13:29 PDT 2017,Thu Jun 01 13:36:51 PDT 2017,,,,,undefined,17.717316666666700,"{""audio_input"":""Over the ears headphones"",""speaker_impressions"":""Speaker 1 seemed more lively and excited than speaker 2. Speaker 2 was more subdued and mellow. "",""enjoyment"":""1"",""asses"":""Yes"",""comments"":""I have no other comments"",""problems"":""No other problems."",""fairprice"":""1.40""}",Over the ears headphones,Speaker 1 seemed more lively and excited than speaker 2. Speaker 2 was more subdued and mellow.,1,Yes,I have no other comments,No other problems.,1.4
6,False,0.14,2,False,cake,0.32,cake,cake_neg,She thought the cake was only okay but not good.,57612,0.5,0.21,Cis_Male,37,3,English,Windows,1050,1680,Chrome,3M4KL7H8KV77BB1OOCKFMD9K5HR613,3PZBZMF78J3L9MWXN4DEMCXB8NOX9R,Perception of Interactions,"Listen to interactions and answer questions about how you think the speakers feel. You must be a native speaker of English, be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university explanations perception,$1.20,Thu Jun 01 12:55:23 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jul 01 12:55:23 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3M4KL7H8KV77BB1OOCKFMD9K5HR613,37UQDCYH6YF8N7SK42EYOZCIUML7VR,3,Approved,Fri Jun 02 05:53:29 PDT 2017,Thu Jun 01 12:55:28 PDT 2017,Thu Jun 01 13:13:29 PDT 2017,Thu Jun 01 13:36:51 PDT 2017,,,,,undefined,17.717316666666700,"{""audio_input"":""Over the ears headphones"",""speaker_impressions"":""Speaker 1 seemed more lively and excited than speaker 2. Speaker 2 was more subdued and mellow. "",""enjoyment"":""1"",""asses"":""Yes"",""comments"":""I have no other comments"",""problems"":""No other problems."",""fairprice"":""1.40""}",Over the ears headphones,Speaker 1 seemed more lively and excited than speaker 2. Speaker 2 was more subdued and mellow.,1,Yes,I have no other comments,No other problems.,1.4
7,False,1,3,False,restaurant,0.72,restaurant,restaurant_neg,Sounds a bit tired to me.,61191,1,1,Cis_Male,34,1,English,Windows,720,1280,Chrome,3M4KL7H8KV77BB1OOCKFMD9K5HR613,3PZBZMF78J3L9MWXN4DEMCXB8NOX9R,Perception of Interactions,"Listen to interactions and answer questions about how you think the speakers feel. You must be a native speaker of English, be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university explanations perception,$1.20,Thu Jun 01 12:55:23 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jul 01 12:55:23 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3M4KL7H8KV77BB1OOCKFMD9K5HR613,3JC6VJ2SAC398FB35E85USK9I6P5A9,4,Approved,Fri Jun 02 05:54:08 PDT 2017,Thu Jun 01 12:55:28 PDT 2017,Thu Jun 01 13:14:08 PDT 2017,Thu Jun 01 13:36:51 PDT 2017,,,,,undefined,13.94925,"{""audio_input"":""Typical desktop PC speakers."",""speaker_impressions"":""They struck me as average, mostly likable, people."",""enjoyment"":""2"",""asses"":""Yes"",""comments"":""I&quotecharm surprised that I was able to infer anything else about the speakers from listening to them. I expected it&quotechard be challenging, but it turned out to be really intuitive and easy."",""problems"":""No problems."",""fairprice"":""1.20""}",Typical desktop PC speakers.,"They struck me as average, mostly likable, people.",2,Yes,"I&quotecharm surprised that I was able to infer anything else about the speakers from listening to them. I expected it&quotechard be challenging, but it turned out to be really intuitive and easy.",No problems.,1.2
7,False,0.46,2,False,cake,0.58,cake,cake_neg,She sounds a bit tense.,66192,0.71,0.33,Cis_Male,34,1,English,Windows,720,1280,Chrome,3M4KL7H8KV77BB1OOCKFMD9K5HR613,3PZBZMF78J3L9MWXN4DEMCXB8NOX9R,Perception of Interactions,"Listen to interactions and answer questions about how you think the speakers feel. You must be a native speaker of English, be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university explanations perception,$1.20,Thu Jun 01 12:55:23 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jul 01 12:55:23 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3M4KL7H8KV77BB1OOCKFMD9K5HR613,3JC6VJ2SAC398FB35E85USK9I6P5A9,4,Approved,Fri Jun 02 05:54:08 PDT 2017,Thu Jun 01 12:55:28 PDT 2017,Thu Jun 01 13:14:08 PDT 2017,Thu Jun 01 13:36:51 PDT 2017,,,,,undefined,13.94925,"{""audio_input"":""Typical desktop PC speakers."",""speaker_impressions"":""They struck me as average, mostly likable, people."",""enjoyment"":""2"",""asses"":""Yes"",""comments"":""I&quotecharm surprised that I was able to infer anything else about the speakers from listening to them. I expected it&quotechard be challenging, but it turned out to be really intuitive and easy."",""problems"":""No problems."",""fairprice"":""1.20""}",Typical desktop PC speakers.,"They struck me as average, mostly likable, people.",2,Yes,"I&quotecharm surprised that I was able to infer anything else about the speakers from listening to them. I expected it&quotechard be challenging, but it turned out to be really intuitive and easy.",No problems.,1.2
7,False,0.26,2,True,documentary,0.17,documentary,documentary,She sounds bored out of her mind or possibly depressed.,84097,0.49,0.27,Cis_Male,34,1,English,Windows,720,1280,Chrome,3M4KL7H8KV77BB1OOCKFMD9K5HR613,3PZBZMF78J3L9MWXN4DEMCXB8NOX9R,Perception of Interactions,"Listen to interactions and answer questions about how you think the speakers feel. You must be a native speaker of English, be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university explanations perception,$1.20,Thu Jun 01 12:55:23 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jul 01 12:55:23 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3M4KL7H8KV77BB1OOCKFMD9K5HR613,3JC6VJ2SAC398FB35E85USK9I6P5A9,4,Approved,Fri Jun 02 05:54:08 PDT 2017,Thu Jun 01 12:55:28 PDT 2017,Thu Jun 01 13:14:08 PDT 2017,Thu Jun 01 13:36:51 PDT 2017,,,,,undefined,13.94925,"{""audio_input"":""Typical desktop PC speakers."",""speaker_impressions"":""They struck me as average, mostly likable, people."",""enjoyment"":""2"",""asses"":""Yes"",""comments"":""I&quotecharm surprised that I was able to infer anything else about the speakers from listening to them. I expected it&quotechard be challenging, but it turned out to be really intuitive and easy."",""problems"":""No problems."",""fairprice"":""1.20""}",Typical desktop PC speakers.,"They struck me as average, mostly likable, people.",2,Yes,"I&quotecharm surprised that I was able to infer anything else about the speakers from listening to them. I expected it&quotechard be challenging, but it turned out to be really intuitive and easy.",No problems.,1.2
7,False,0.44,1,True,song,0.36,song,song,She sounds a bit annoyed.,31560,0.31,0.44,Cis_Male,34,1,English,Windows,720,1280,Chrome,3M4KL7H8KV77BB1OOCKFMD9K5HR613,3PZBZMF78J3L9MWXN4DEMCXB8NOX9R,Perception of Interactions,"Listen to interactions and answer questions about how you think the speakers feel. You must be a native speaker of English, be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university explanations perception,$1.20,Thu Jun 01 12:55:23 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jul 01 12:55:23 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3M4KL7H8KV77BB1OOCKFMD9K5HR613,3JC6VJ2SAC398FB35E85USK9I6P5A9,4,Approved,Fri Jun 02 05:54:08 PDT 2017,Thu Jun 01 12:55:28 PDT 2017,Thu Jun 01 13:14:08 PDT 2017,Thu Jun 01 13:36:51 PDT 2017,,,,,undefined,13.94925,"{""audio_input"":""Typical desktop PC speakers."",""speaker_impressions"":""They struck me as average, mostly likable, people."",""enjoyment"":""2"",""asses"":""Yes"",""comments"":""I&quotecharm surprised that I was able to infer anything else about the speakers from listening to them. I expected it&quotechard be challenging, but it turned out to be really intuitive and easy."",""problems"":""No problems."",""fairprice"":""1.20""}",Typical desktop PC speakers.,"They struck me as average, mostly likable, people.",2,Yes,"I&quotecharm surprised that I was able to infer anything else about the speakers from listening to them. I expected it&quotechard be challenging, but it turned out to be really intuitive and easy.",No problems.,1.2
7,False,0.48,1,True,museum,0.22,museum,museum,She sounds mad.,35999,0.21,0.48,Cis_Male,34,1,English,Windows,720,1280,Chrome,3M4KL7H8KV77BB1OOCKFMD9K5HR613,3PZBZMF78J3L9MWXN4DEMCXB8NOX9R,Perception of Interactions,"Listen to interactions and answer questions about how you think the speakers feel. You must be a native speaker of English, be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university explanations perception,$1.20,Thu Jun 01 12:55:23 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jul 01 12:55:23 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3M4KL7H8KV77BB1OOCKFMD9K5HR613,3JC6VJ2SAC398FB35E85USK9I6P5A9,4,Approved,Fri Jun 02 05:54:08 PDT 2017,Thu Jun 01 12:55:28 PDT 2017,Thu Jun 01 13:14:08 PDT 2017,Thu Jun 01 13:36:51 PDT 2017,,,,,undefined,13.94925,"{""audio_input"":""Typical desktop PC speakers."",""speaker_impressions"":""They struck me as average, mostly likable, people."",""enjoyment"":""2"",""asses"":""Yes"",""comments"":""I&quotecharm surprised that I was able to infer anything else about the speakers from listening to them. I expected it&quotechard be challenging, but it turned out to be really intuitive and easy."",""problems"":""No problems."",""fairprice"":""1.20""}",Typical desktop PC speakers.,"They struck me as average, mostly likable, people.",2,Yes,"I&quotecharm surprised that I was able to infer anything else about the speakers from listening to them. I expected it&quotechard be challenging, but it turned out to be really intuitive and easy.",No problems.,1.2
7,False,0.61,1,False,scarf,0.5,scarf,scarf_neg,She sounds surprised.,39201,0.49,0.49,Cis_Male,34,1,English,Windows,720,1280,Chrome,3M4KL7H8KV77BB1OOCKFMD9K5HR613,3PZBZMF78J3L9MWXN4DEMCXB8NOX9R,Perception of Interactions,"Listen to interactions and answer questions about how you think the speakers feel. You must be a native speaker of English, be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university explanations perception,$1.20,Thu Jun 01 12:55:23 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jul 01 12:55:23 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3M4KL7H8KV77BB1OOCKFMD9K5HR613,3JC6VJ2SAC398FB35E85USK9I6P5A9,4,Approved,Fri Jun 02 05:54:08 PDT 2017,Thu Jun 01 12:55:28 PDT 2017,Thu Jun 01 13:14:08 PDT 2017,Thu Jun 01 13:36:51 PDT 2017,,,,,undefined,13.94925,"{""audio_input"":""Typical desktop PC speakers."",""speaker_impressions"":""They struck me as average, mostly likable, people."",""enjoyment"":""2"",""asses"":""Yes"",""comments"":""I&quotecharm surprised that I was able to infer anything else about the speakers from listening to them. I expected it&quotechard be challenging, but it turned out to be really intuitive and easy."",""problems"":""No problems."",""fairprice"":""1.20""}",Typical desktop PC speakers.,"They struck me as average, mostly likable, people.",2,Yes,"I&quotecharm surprised that I was able to infer anything else about the speakers from listening to them. I expected it&quotechard be challenging, but it turned out to be really intuitive and easy.",No problems.,1.2
7,False,0.17,1,False,movie,0.41,movie,movie_pos,They sound impatient.,37830,0.48,1,Cis_Male,34,1,English,Windows,720,1280,Chrome,3M4KL7H8KV77BB1OOCKFMD9K5HR613,3PZBZMF78J3L9MWXN4DEMCXB8NOX9R,Perception of Interactions,"Listen to interactions and answer questions about how you think the speakers feel. You must be a native speaker of English, be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university explanations perception,$1.20,Thu Jun 01 12:55:23 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jul 01 12:55:23 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3M4KL7H8KV77BB1OOCKFMD9K5HR613,3JC6VJ2SAC398FB35E85USK9I6P5A9,4,Approved,Fri Jun 02 05:54:08 PDT 2017,Thu Jun 01 12:55:28 PDT 2017,Thu Jun 01 13:14:08 PDT 2017,Thu Jun 01 13:36:51 PDT 2017,,,,,undefined,13.94925,"{""audio_input"":""Typical desktop PC speakers."",""speaker_impressions"":""They struck me as average, mostly likable, people."",""enjoyment"":""2"",""asses"":""Yes"",""comments"":""I&quotecharm surprised that I was able to infer anything else about the speakers from listening to them. I expected it&quotechard be challenging, but it turned out to be really intuitive and easy."",""problems"":""No problems."",""fairprice"":""1.20""}",Typical desktop PC speakers.,"They struck me as average, mostly likable, people.",2,Yes,"I&quotecharm surprised that I was able to infer anything else about the speakers from listening to them. I expected it&quotechard be challenging, but it turned out to be really intuitive and easy.",No problems.,1.2
